47.074,33.077,30.866,31.637,30.408,37.374,4.9465,10.895,72.798,22.177,4.0656,7.6646,47.122,27.788,8.9234,8.1593,84.579,36.539,12.579,41,10.545,68.496,8.138,39.407,40.6,78.524,47.06,80.442,26.171,59.864,31.778,31.778
46.568,32.687,30.341,31.221,30.235,36.881,4.9411,10.689,72.039,21.989,4.0598,7.5136,46.246,27.25,8.8696,8.0516,84.153,36.305,12.771,40.582,10.589,69.822,8.1763,37.737,40.316,78.372,46.965,80.228,26.389,59.414,31.543,31.543
46.065,32.287,29.822,30.806,30.064,36.392,4.9355,10.486,71.285,21.8,4.0543,7.3674,45.381,26.718,8.8162,7.9454,83.727,36.068,12.967,40.177,10.633,71.057,8.2161,36.22,40.024,78.2,46.876,80.008,26.62,58.963,31.308,31.308
45.566,31.878,29.307,30.393,29.893,35.907,4.9295,10.285,70.535,21.611,4.0492,7.2261,44.527,26.191,8.7632,7.8406,83.303,35.829,13.168,39.784,10.677,72.189,8.2572,34.868,39.724,78.01,46.795,79.782,26.86,58.511,31.073,31.073
45.071,31.462,28.798,29.983,29.723,35.427,4.9233,10.087,69.789,21.422,4.0445,7.0895,43.682,25.671,8.7106,7.7373,82.879,35.588,13.373,39.404,10.721,73.205,8.299,33.695,39.418,77.802,46.718,79.551,27.109,58.06,30.837,30.837
44.579,31.039,28.293,29.574,29.554,34.95,4.9169,9.8912,69.048,21.233,4.04,6.9576,42.849,25.155,8.6583,7.6354,82.457,35.345,13.581,39.036,10.765,74.095,8.3413,32.707,39.106,77.578,46.648,79.314,27.365,57.609,30.601,30.601
44.091,30.61,27.794,29.168,29.385,34.479,4.9102,9.6986,68.311,21.044,4.036,6.8302,42.026,24.646,8.6065,7.535,82.037,35.1,13.792,38.68,10.808,74.845,8.3837,31.896,38.787,77.338,46.581,79.073,27.628,57.158,30.365,30.365
43.606,30.175,27.3,28.765,29.217,34.011,4.9033,9.5086,67.578,20.855,4.0322,6.7074,41.215,24.143,8.5549,7.436,81.617,34.854,14.006,38.335,10.851,75.443,8.4258,31.25,38.463,77.084,46.519,78.828,27.896,56.709,30.128,30.128
43.125,29.736,26.81,28.365,29.049,33.548,4.8961,9.3214,66.85,20.666,4.0287,6.5889,40.414,23.645,8.5038,7.3385,81.199,34.607,14.223,38.003,10.892,75.878,8.4672,30.759,38.134,76.816,46.459,78.579,28.168,56.26,29.892,29.892
42.648,29.292,26.326,27.968,28.882,33.088,4.8887,9.1368,66.126,20.478,4.0255,6.4748,39.625,23.153,8.453,7.2424,80.782,34.359,14.441,37.681,10.931,76.136,8.5075,30.411,37.8,76.536,46.403,78.327,28.442,55.813,29.655,29.655
42.191,28.846,25.847,27.574,28.716,32.634,4.8811,8.955,65.406,20.291,4.0226,6.3649,38.846,22.666,8.4026,7.1477,80.367,34.109,14.66,37.372,10.969,76.207,8.5465,30.196,37.462,76.245,46.348,78.073,28.717,55.368,29.419,29.419
41.683,28.398,25.373,27.185,28.551,32.183,4.8732,8.7759,64.691,20.104,4.02,6.2591,38.08,22.185,8.3526,7.0546,79.952,33.859,14.88,37.073,11.005,76.082,8.5837,30.103,37.121,75.943,46.295,77.817,28.993,54.924,29.182,29.182
41.179,27.949,24.904,26.799,28.386,31.737,4.8652,8.5994,63.98,19.918,4.0176,6.1575,37.324,21.71,8.3029,6.9628,79.539,33.608,15.101,36.785,11.038,75.793,8.6187,30.12,36.776,75.633,46.242,77.559,29.267,54.483,28.946,28.946
40.679,27.498,24.44,26.418,28.222,31.295,4.8569,8.4257,63.273,19.732,4.0154,6.0598,36.581,21.241,8.2536,6.8725,79.127,33.357,15.322,36.507,11.069,75.4,8.6511,30.236,36.429,75.314,46.19,77.3,29.539,54.044,28.71,28.71
40.184,27.048,23.981,26.041,28.058,30.857,4.8484,8.2547,62.571,19.548,4.0135,5.966,35.849,20.778,8.2047,6.7837,78.717,33.105,15.543,36.241,11.097,74.964,8.6807,30.441,36.08,74.988,46.136,77.041,29.806,53.607,28.475,28.475
39.692,26.599,23.527,25.669,27.895,30.424,4.8398,8.0865,61.873,19.364,4.0117,5.876,35.13,20.32,8.1561,6.6963,78.307,32.854,15.762,35.984,11.122,74.525,8.707,30.724,35.729,74.656,46.082,76.782,30.069,53.174,28.239,28.239
39.204,26.152,23.078,25.302,27.733,29.995,4.8309,7.9209,61.179,19.182,4.0102,5.7898,34.422,19.868,8.1079,6.6103,77.899,32.603,15.981,35.738,11.143,74.089,8.7296,31.073,35.376,74.32,46.026,76.523,30.326,52.744,28.005,28.005
38.721,25.708,22.634,24.94,27.572,29.57,4.8219,7.758,60.49,19.001,4.0088,5.7073,33.726,19.421,8.0601,6.5259,77.492,32.351,16.198,35.502,11.161,73.655,8.7482,31.477,35.023,73.979,45.968,76.266,30.575,52.317,27.771,27.771
38.242,25.266,22.195,24.584,27.411,29.149,4.8127,7.5979,59.805,18.821,4.0076,5.6283,33.043,18.981,8.0127,6.4428,77.087,32.101,16.413,35.275,11.174,73.224,8.7625,31.926,34.67,73.636,45.906,76.01,30.815,51.894,27.537,27.537
37.768,24.829,21.762,24.233,27.25,28.733,4.8033,7.4404,59.124,18.642,4.0065,5.5528,32.372,18.546,7.9656,6.3612,76.682,31.851,16.626,35.058,11.184,72.795,8.7719,32.408,34.316,73.291,45.841,75.755,31.045,51.476,27.304,27.304
37.299,24.397,21.333,23.889,27.091,28.321,4.7937,7.2857,58.448,18.466,4.0056,5.4807,31.714,18.117,7.9189,6.2811,76.279,31.602,16.835,34.851,11.188,72.368,8.7762,32.913,33.964,72.946,45.771,75.504,31.264,51.061,27.072,27.072
36.834,23.971,20.909,23.55,26.932,27.913,4.784,7.1336,57.776,18.29,4.0048,5.4119,31.069,17.693,7.8726,6.2024,75.877,31.354,17.041,34.653,11.188,71.944,8.775,33.43,33.612,72.6,45.696,75.255,31.47,50.651,26.841,26.841
36.375,23.551,20.491,23.219,26.774,27.509,4.7741,6.9843,57.108,18.117,4.0042,5.3464,30.436,17.275,7.8266,6.1251,75.477,31.107,17.244,34.464,11.183,71.522,8.7679,33.946,33.262,72.257,45.616,75.011,31.663,50.246,26.611,26.611
35.921,23.139,20.077,22.893,26.616,27.11,4.764,6.8377,56.445,17.945,4.0036,5.284,29.816,16.863,7.7811,6.0493,75.077,30.861,17.442,34.283,11.172,71.103,8.7545,34.454,32.914,71.915,45.529,74.77,31.84,49.846,26.381,26.381
35.471,22.735,19.669,22.575,26.459,26.715,4.7539,6.6938,55.786,17.775,4.0031,5.2247,29.21,16.457,7.7359,5.9749,74.67,30.617,17.636,34.112,11.156,70.686,8.7345,34.952,32.569,71.578,45.436,74.533,32.001,49.451,26.153,26.153
35.028,22.34,19.266,22.264,26.303,26.324,4.7435,6.5526,55.132,17.607,4.0027,5.1684,28.616,16.057,7.691,5.902,74.302,30.375,17.825,33.949,11.133,70.271,8.7075,35.439,32.227,71.245,45.335,74.302,32.144,49.062,25.926,25.926
34.589,21.954,18.867,21.961,26.147,25.938,4.7331,6.4141,54.481,17.442,4.0023,5.115,28.036,15.662,7.6465,5.8306,73.934,30.135,18.008,33.794,11.104,69.859,8.6731,35.915,31.888,70.917,45.226,74.077,32.268,48.678,25.7,25.7
34.157,21.579,18.474,21.665,25.992,25.555,4.7225,6.2784,53.836,17.278,4.002,5.0644,27.469,15.273,7.6024,5.7606,73.567,29.896,18.185,33.647,11.069,69.449,8.6309,36.381,31.553,70.597,45.108,73.857,32.373,48.301,25.475,25.475
33.73,21.216,18.086,21.377,25.838,25.178,4.7118,6.1453,53.194,17.117,4.0017,5.0166,26.916,14.889,7.5587,5.692,73.199,29.66,18.356,33.508,11.027,69.041,8.5806,36.837,31.222,70.284,44.98,73.644,32.456,47.931,25.252,25.252
33.308,20.864,17.703,21.097,25.684,24.804,4.7009,6.015,52.557,16.959,4.0014,4.9714,26.376,14.512,7.5153,5.6249,72.831,29.427,18.52,33.378,10.978,68.636,8.5218,37.283,30.896,69.98,44.843,73.438,32.516,47.567,25.03,25.03
32.893,20.526,17.324,20.826,25.532,24.434,4.69,5.8873,51.924,16.803,4.0012,4.9288,25.85,14.14,7.4724,5.5592,72.463,29.196,18.678,33.254,10.922,68.233,8.4542,37.719,30.576,69.686,44.695,73.24,32.552,47.209,24.809,24.809
32.482,20.201,16.951,20.563,25.379,24.069,4.6789,5.7624,51.295,16.649,4.0009,4.8887,25.338,13.774,7.4297,5.495,72.095,28.968,18.827,33.138,10.857,67.833,8.3773,38.144,30.26,69.403,44.535,73.049,32.563,46.859,24.59,24.59
